"AR.model","bd","slope","c.AR","c.CLS","c.CLS.lag","c.LS","c.AR.MSE","c.CLS.MSE","c.CLS.lag.MSE","c.LS.MSE"
1,0,1.00868988664576,1.00045854264228,1.00842981751897,0.426484608225126,1.00186005528455,0.965202997841202,0.9993784018089,2.45738448500504,0.990658836817817
1,0.8,0.920241088914774,0.992043106271657,0.848478190451925,-0.347942128715102,1.0121073669804,0.974589130333479,1.34436963964059,2.36117733081902,1.35626536640677
0,0,0.921198790810105,0.372348132966323,0.335291141856517,0.992909317315615,0.414572815683004,2.27780539890751,2.37798764217194,0.997726373070983,1.54229466651466
0,0.8,1.81034496971677,-0.468636785576137,0.139933081978306,1.03436873226048,2.04094251229151,2.0618528026229,2.29136072890448,1.01062625635107,3.85234654756766
